piece,long,lat
1,128.77732294,-14.84058303
1,128.76790285,-14.85311301
1,128.78776298,-14.86049301
1,128.91012192,-14.85599301
1,128.96740189,-14.88474298
1,129.02447203,-14.88343336
1,129.05248173,-14.91000421
1,129.05406211,-14.89531419
1,129.07197171,-14.89358353
1,129.11272022,-14.9344435
1,129.10841962,-14.98923388
1,129.13069011,-14.94897329
1,129.15677002,-14.96908335
1,129.15333955,-14.98342377
1,129.15816998,-14.96931334
1,129.18891888,-14.98717296
1,129.16950909,-15.0515325
1,129.20054931,-15.12260959
1,129.17466982,-15.14745297
1,129.15819043,-15.19760151
1,129.18774006,-15.18941221
1,129.19604322,-15.15949646
1,129.23119952,-15.17593342
1,129.21547946,-15.15384372
1,129.24940858,-15.09153553
1,129.2364888,-15.06778975
1,129.25603872,-15.0339528
1,129.25633878,-15.06199079
1,129.27512055,-15.03389682
1,129.26512864,-15.03290282
1,129.23348861,-15.00829267
1,129.24181811,-14.91069256
1,129.22842787,-14.8393725
1,129.26290749,-14.85011203
1,129.2572776,-14.8650121
1,129.3173871,-14.85945211
1,129.40862694,-14.92493202
1,129.4824777,-14.94105962
1,129.52477802,-15.02808902
1,129.60390278,-15.10800645
1,129.60221296,-15.12890642
1,129.56019338,-15.15513631
1,129.56358365,-15.17991629
1,129.57893331,-15.15562634
1,129.62623293,-15.13802646
1,129.68299283,-15.14457655
1,129.6398223,-15.07121656
1,129.64053206,-15.0421666
1,129.6633319,-15.02809666
1,129.635252,-15.03285662
1,129.62301152,-14.95325682
1,129.60849158,-14.94768682
1,129.59324714,-14.96706903
1,129.49970669,-14.79010948
1,129.53383706,-14.80679902
1,129.59211709,-14.89100904
1,129.61839114,-14.8756071
1,129.58615117,-14.83937704
1,129.57754608,-14.79829904
1,129.63205091,-14.84386724
1,129.64857082,-14.83440734
1,129.74456083,-14.85232739
1,129.76816106,-14.84135704
1,129.80254086,-14.85801747
1,129.88137053,-14.82010771
1,129.86395043,-14.80167777
1,129.90283014,-14.77321785
1,129.86835024,-14.77620786
1,129.81269062,-14.82287764
1,129.7689807,-14.82802756
1,129.74948061,-14.80969763
1,129.81005024,-14.76031791
1,129.79405024,-14.75640794
1,129.77473046,-14.7830578
1,129.73440061,-14.79396771
1,129.6724007,-14.76346787
1,129.66466365,-14.72606015
1,129.58919114,-14.66125878
1,129.58362502,-14.61623905
1,129.69238003,-14.61278861
1,129.71890966,-14.58282864
1,129.75629936,-14.56971856
1,129.77154906,-14.53870858
1,129.66934,-14.58048878
1,129.52627091,-14.55228998
1,129.48823504,-14.5033395
1,129.52306461,-14.46555932
1,129.49043475,-14.46016949
1,129.50688474,-14.47173941
1,129.48267504,-14.50094954
1,129.48166477,-14.44964954
1,129.45399491,-14.44638969
1,129.47445504,-14.49098959
1,129.45318528,-14.50505971
1,129.39784509,-14.41613002
1,129.39794515,-14.42647002
1,129.35676538,-14.42363024
1,129.36701482,-14.33810018
1,129.41944419,-14.29111988
1,129.40929395,-14.23593995
1,129.46385333999999,-14.19367962
1,129.49638278,-14.12788946
1,129.51203267,-14.12704937
1,129.4789824,-14.04792955
1,129.51583235,-14.07536936
1,129.52507213,-14.05233899
1,129.53559203,-14.058359
1,129.54223187,-14.09114898
1,129.52766259,-14.12999927
1,129.55671248,-14.14215912
1,129.56715216,-14.08385898
1,129.59486845,-14.09123128
1,129.60928771,-14.06959057
1,129.5906377,-14.03286079
1,129.59809741,-14.01106072
1,129.60927747,-14.03561059
1,129.64087712,-14.0472003
1,129.72130582,-14.01342955
1,129.74604525,-13.9751394
1,129.74726486,-13.91919947
1,129.71552499,-13.87887981
1,129.74002435,-13.82686963
1,129.79483344,-13.78951922
1,129.79016333,-13.66690984
1,129.8348321,-13.56119
1,129.81732195,-13.50176045
1,129.88530102000001,-13.50322985
1,129.86940112,-13.4797701
1,129.89743053,-13.44041003
1,129.90989075,-13.51433958
1,129.95684016,-13.53580906
1,130.00836931,-13.53333851
1,130.064148,-13.5036979
1,130.10636688,-13.4563076
1,130.14160656,-13.45711718
1,130.23548445,-13.33967627
1,130.27791395,-13.33486596
1,130.28405373,-13.30575623
1,130.23971418,-13.28248691
1,130.16419488,-13.1780287
1,130.11617552,-13.16413917
1,130.14119408,-13.00066884
1,130.12819408,-12.9736986
1,130.14111357,-12.93345799
1,130.17579283,-12.91027749
1,130.19376253,-12.91050737
1,130.21324253,-12.94702767
1,130.24712195,-12.94837747
1,130.33823997,-12.89011664
1,130.35833942,-12.80723714
1,130.35202854,-12.67033738
1,130.40410803,-12.70147737
1,130.3935777,-12.66228714
1,130.41414685,-12.66452495
1,130.43855587,-12.63365617
1,130.44466592,-12.64551619
1,130.46088525,-12.63917583
1,130.51357434,-12.6677653
1,130.5183049,-12.69137561
1,130.50118605,-12.71796627
1,130.51915651,-12.75013655
1,130.51752589,-12.72561619
1,130.53100611,-12.74216631
1,130.53110557,-12.724936
1,130.51141562,-12.71025603
1,130.53576528,-12.71902584
1,130.55727427,-12.70199526
1,130.55861482,-12.71858556
1,130.56723421,-12.70637527
1,130.5832543,-12.71924535
1,130.56991536,-12.74377592
1,130.59114477,-12.73919562
1,130.59602403,-12.71799519
1,130.60502429,-12.73271538
1,130.6295337,-12.72779505
1,130.62434509,-12.77510499
1,130.64355379,-12.74369517
1,130.62145322,-12.70520473
1,130.68714253,-12.72795448
1,130.68914294,-12.75149479
1,130.70731535,-12.71654602
1,130.69019229,-12.71981433
1,130.67913235,-12.71350433
1,130.70195146,-12.69048375
1,130.6740623,-12.70785429
1,130.67392195,-12.69147401
1,130.6334025,-12.68632428
1,130.61646227,-12.66871413
1,130.58586323,-12.6844447
1,130.5734024,-12.65224421
1,130.5456623,-12.63430415
1,130.54990154,-12.61610376
1,130.58282138,-12.6229736
1,130.58650246,-12.66045425
1,130.60719059,-12.60431308
1,130.63113056,-12.61141303
1,130.64244115,-12.63942341
1,130.63148048,-12.609033
1,130.58923056,-12.59212308
1,130.60394035,-12.578392880000001
1,130.56841072,-12.59010321
1,130.58284022,-12.51280266
1,130.60575994,-12.50145236
1,130.58095997,-12.46264239
1,130.62323949,-12.44776182
1,130.57850035,-12.40535281
1,130.61929987,-12.38137261
1,130.76514822,-12.43737072
1,130.75738858,-12.48223104
1,130.72706902,-12.52623159
1,130.77888842,-12.47475088
1,130.77439898,-12.54559164
1,130.75617177,-12.57017644
1,130.77855904,-12.55914179
1,130.76735946,-12.60169226
1,130.78084279,-12.61281917
1,130.78819894,-12.54828165
1,130.81015878,-12.53989149
1,130.80510902,-12.56351177
1,130.82884915,-12.58814201
1,130.81605891,-12.5581817
1,130.8414688,-12.5553216
1,130.86801917,-12.60148204
1,130.84721936,-12.61349226
1,130.86929926,-12.61164215
1,130.86975978,-12.65873259
1,130.87980944,-12.63128229
1,130.89999962,-12.65531245
1,130.8952199,-12.68247273
1,130.90817958,-12.65643244
1,130.88228922,-12.60620206
1,130.93292912,-12.61110187
1,130.94528931,-12.63786213
1,130.96684915,-12.62978195
1,130.95331894,-12.59686167
1,130.94544902,-12.60652179
1,130.92307885,-12.5799116
1,130.88464886,-12.5747917
1,130.87781891,-12.55243096
1,130.90141869,-12.55626142
1,130.87952867,-12.54791141
1,130.85920829,-12.50659095
1,130.87958842,-12.52113108
1,130.90360835,-12.51329095
1,130.89559846,-12.52980115
1,130.90706835,-12.51645097
1,130.90803856,-12.54074123
1,130.92261827,-12.50925086
1,130.9273585,-12.53663114
1,130.94702854,-12.54168114
1,130.93896864,-12.55408129
1,130.94944851,-12.53964111
1,130.95384864,-12.55513125
1,130.94727818,-12.49649069
1,130.93057811,-12.48669063
1,130.946728,-12.47105044
1,130.89734784,-12.48766101
1,130.89191795,-12.47276097
1,130.91694787,-12.45768032
1,130.8907479,-12.46519043
1,130.88599773,-12.44305024
1,130.87867789,-12.46363042
1,130.8500489,-12.43884375
1,130.84117123,-12.47310262
1,130.81512899,-12.45421649
1,130.83555971,-12.4272873
1,130.8163777,-12.4071304
1,130.8431575,-12.40776018
1,130.84214931,-12.37890808
1,130.86114726,-12.37577995
1,130.89600701,-12.33005972
1,130.94602717,-12.34204968
1,130.94605725,-12.35718976
1,130.98279722,-12.34186962
1,131.01876739,-12.37164959
1,131.00891731,-12.35637961
1,131.0550472,-12.34778928
1,131.02981725,-12.34639943
1,131.02976717,-12.32560941
1,131.06095715,-12.33212927
1,131.02844704,-12.30549934
1,131.01297715,-12.32327945
1,131.03045677,-12.23150925
1,130.99462685,-12.18605932
1,130.99596682,-12.16864931
1,131.0306064,-12.14643917
1,131.04586627,-12.1427891
1,131.06533613,-12.16680908
1,131.11319555,-12.15505887
1,131.12543574,-12.18258893
1,131.16905539,-12.17321881
1,131.22204544,-12.22717898
1,131.19335581,-12.23772903
1,131.20978563,-12.23963901
1,131.20597581,-12.27038913
1,131.23204538,-12.26678907
1,131.2250055,-12.28503915
1,131.23399533,-12.26633908
1,131.20698576,-12.26313909
1,131.21231558,-12.24018901
1,131.25087523,-12.22002893
1,131.22887539,-12.20727892
1,131.27355571,-12.10012884
1,131.26635574,-12.0769289
1,131.29712586,-12.04260896
1,131.29950582,-12.07016892
1,131.32092534,-12.08986898
1,131.32276486,-12.1934291
1,131.38087491,-12.25649025
1,131.42677568,-12.27541122
1,131.68282032,-12.28474121
1,131.7753,-12.26823072
1,131.87925914,-12.21455099
1,131.90422886,-12.22435111
1,131.93940778,-12.27293094
1,132.0697143,-12.30353993
1,132.17080272,-12.2132803
1,132.22435216,-12.19457051
1,132.23819242,-12.16976073
1,132.26172269,-12.17343113
1,132.27846275,-12.22421138
1,132.35316362,-12.19882257
1,132.38939309,-12.23641272
1,132.41711283,-12.22241286
1,132.44201293,-12.14647312
1,132.51303222,-12.12414362
1,132.55621194,-12.08577419
1,132.57838154,-12.10547436
1,132.62928106,-12.08541498
1,132.6189616,-12.01671508
1,132.64080256,-11.90133528
1,132.65532256,-11.88981538
1,132.63652326,-11.82202526
1,132.58070387,-11.78600502
1,132.64894352,-11.72244562
1,132.65470368,-11.68564581
1,132.64300384,-11.68158575
1,132.6309537,-11.72046551
1,132.594684,-11.73004528
1,132.54015462,-11.71819497
1,132.49984528,-11.68211485
1,132.50737558,-11.63572508
1,132.55768509,-11.63637543
1,132.57423478,-11.65496545
1,132.56459478,-11.66741532
1,132.61664438,-11.65478574
1,132.54782544,-11.60866548
1,132.53625581,-11.58027553
1,132.55308586,-11.55492577
1,132.52482614,-11.54499557
1,132.53191616,-11.52051577
1,132.49976643,-11.50954553
1,132.49415651,-11.48250562
1,132.45714678,-11.45775536
1,132.35345738,-11.4412743
1,132.30192781,-11.46509373
1,132.23879837,-11.45520317
1,132.13809923,-11.52108217
1,132.11863933,-11.49989209
1,132.11382941,-11.53992196
1,132.06787971,-11.52500164
1,132.03387984,-11.48213151
1,132.03023981,-11.45886155
1,132.0509497,-11.46021168
1,132.05935962,-11.43214181
1,132.04121971,-11.42042169
1,131.9966,-11.4300414
1,131.99014,-11.40147144
1,131.96243018,-11.41111123
1,131.9424303,-11.39989115
1,131.98900998,-11.37334169
1,131.96802016,-11.36947162
1,131.96591014,-11.34249192
1,131.93038042,-11.36566151
1,131.91690051,-11.35750154
1,131.94354032,-11.31986215
1,131.91469053,-11.32476202
1,131.85975091,-11.29278235
1,131.82112118,-11.31829183
1,131.7626616,-11.31575171
1,131.7592816,-11.29971197
1,131.77629149,-11.31128183
1,131.77990147,-11.29130218
1,131.80654131,-11.29658215
1,131.79439136,-11.26832261
1,131.84021107,-11.2864024
1,131.85519098,-11.27674259
1,131.81480128,-11.2117033
1,131.84004109,-11.22656319
1,131.86044102,-11.20912339
1,131.87936083,-11.23492317
1,131.8824809,-11.18153363
1,131.91203066,-11.20689342
1,131.90411069,-11.21636336
1,131.9275105,-11.23504316
1,131.92996045,-11.25988289
1,131.94476038,-11.24446307
1,131.96121021,-11.25305293
1,131.96126029,-11.22892318
1,131.97417018,-11.2351631
1,131.98645014,-11.21859324
1,131.96242048,-11.17666364
1,131.9935303,-11.17574363
1,131.97031059,-11.13423404
1,131.99297056,-11.12424413
1,132.0106905,-11.12987407
1,132.04610989,-11.19949336
1,132.07549987,-11.17955362
1,132.06639984,-11.19170347
1,132.08261968,-11.19472349
1,132.08448944,-11.23153316
1,132.11353939,-11.21113343
1,132.09575926,-11.26208297
1,132.11640912,-11.27370302
1,132.0999792,-11.3290526
1,132.12264909,-11.34927262
1,132.13677901,-11.296163
1,132.15586886,-11.32268295
1,132.14467894,-11.38235259
1,132.15795888,-11.38253269
1,132.17035878,-11.42042265
1,132.17596874,-11.39685277
1,132.20812854,-11.41340298
1,132.18288867,-11.36538295
1,132.19028864,-11.35096305
1,132.22212842,-11.36964324
1,132.23646835,-11.33989349
1,132.19751859,-11.30120329
1,132.17256877,-11.32344306
1,132.19707859,-11.28001337
1,132.17988877,-11.24072348
1,132.2024687,-11.22681366
1,132.16080928,-11.18370381
1,132.16195942,-11.16079397
1,132.14124963,-11.15367397
1,132.13560989,-11.12238421
1,132.1868095,-11.13031424
1,132.19601923,-11.164904
1,132.24345872,-11.19742408
1,132.23980861,-11.21852396
1,132.28354819,-11.27672407
1,132.26506874,-11.17539432
1,132.32219843,-11.16559468
1,132.3388984,-11.14036482
1,132.33328851,-11.11572486
1,132.38230784,-11.20797491
1,132.37368768,-11.29545473
1,132.39736749,-11.29915489
1,132.40609756999999,-11.26453494
1,132.42224742,-11.26223504
1,132.41999754,-11.22563504
1,132.43392739,-11.21132516
1,132.45103725,-11.21807522
1,132.47674704,-11.25841534
1,132.50678678,-11.27227558
1,132.4868169,-11.29948556
1,132.51013674,-11.29273569
1,132.51714666,-11.31704584
1,132.50187677,-11.32993582
1,132.51415664,-11.34989599
1,132.54704637,-11.34200617
1,132.58544605,-11.39454683
1,132.62201574,-11.41026713
1,132.63781549,-11.47752694
1,132.66900515,-11.51558691
1,132.73287478,-11.5190772
1,132.84219354,-11.3951365
1,132.86400339,-11.41903647
1,132.89640304,-11.42589621
1,132.90918266,-11.38470555
1,132.86502326,-11.34006576
1,132.91795261,-11.33172516
1,132.96813216,-11.41680533
1,133.00785184,-11.43282531
1,133.04596154,-11.50284568
1,133.07686093,-11.52098527
1,133.06959107,-11.54830562
1,133.10563117,-11.6331161
1,133.14987165,-11.70223693
1,133.19065104,-11.72863665
1,133.28158986,-11.74064605
1,133.25258064,-11.7307665
1,133.34335872,-11.6937152
1,133.35445837,-11.71790508
1,133.32038922,-11.71955561
1,133.30808931,-11.73898572
1,133.3208888,-11.76984549
1,133.3696279,-11.77611507
1,133.36920797,-11.75770501
1,133.40283728,-11.73208448
1,133.41462723,-11.75752458
1,133.39867738,-11.76778478
1,133.44810704,-11.77834454
1,133.45910707,-11.80197466
1,133.53378646,-11.76033396
1,133.53012669,-11.81298433
1,133.54916666,-11.82699432
1,133.56559645,-11.80680409
1,133.60213626,-11.80916389
1,133.59515642,-11.83372407
1,133.61108634000001,-11.842784
1,133.66312595,-11.81890359
1,133.65586595,-11.8090536
1,133.67802573,-11.78863344
1,133.69200566,-11.79407339
1,133.6701257,-11.77394345
1,133.73846528,-11.78258298
1,133.77358493,-11.76114267
1,133.78586464,-11.73212253
1,133.8086545,-11.73379232
1,133.79390458,-11.72467245
1,133.83701421,-11.72322209
1,133.86753424,-11.75392178
1,133.915564,-11.74244129
1,133.94034406,-11.77035102
1,133.91625418,-11.77238129
1,133.88986454,-11.81237157
1,133.8465047,-11.81348202
1,133.82308502,-11.83810224
1,133.82961514,-11.86499219
1,133.85829507,-11.87799194
1,133.87601526,-11.91052179
1,133.9123951,-11.9068914
1,133.90771526,-11.927621480000001
1,133.98405475,-11.89496064
1,134.00447443,-11.86378043
1,134.03077427,-11.85497013
1,134.06356429,-11.86951977
1,134.06391443,-11.8922298
1,134.07837443,-11.89819964
1,134.07483475,-11.9418197
1,134.12715424,-11.89727912
1,134.17539453,-11.95678858
1,134.16854467,-11.97249867
1,134.14990467,-11.96345893
1,134.15199485,-11.98798891
1,134.18173478,-11.99417853
1,134.19424502,-12.02867836
1,134.16223571,-12.10044882
1,134.16841584,-12.11476872
1,134.22839494,-12.03646788
1,134.25351485,-12.03414755
1,134.24578445,-11.98474771
1,134.28665424,-11.98379718
1,134.34803456,-12.0391264
1,134.49090442,-12.07723487
1,134.60506378,-12.04899375
1,134.65586326,-12.01510323
1,134.68782262,-11.96283294
1,134.74759232,-11.94934233
1,134.77081235,-11.95978209
1,134.76070272,-11.99517212
1,134.77952275,-12.00340194
1,134.79817312,-12.04778172
1,134.83017312,-12.05609142
1,134.8370033,-12.07490133
1,134.83165309,-12.05551141
1,134.84423312,-12.06161129
1,134.84194365,-12.11217125
1,134.85681376,-12.13103109
1,134.90480384,-12.15320064
1,134.9353736,-12.14251036
1,134.97159363,-12.15839006
1,135.05603443,-12.26360946
1,135.14467386,-12.23673871
1,135.21305434,-12.2952982
1,135.16158368,-12.22500856
1,135.26704339,-12.2249279
1,135.28332371,-12.25287783
1,135.3130737,-12.26025768
1,135.34249347,-12.24637748
1,135.35204326,-12.23224744
1,135.31217347,-12.24159766
1,135.28026333,-12.22098782
1,135.27604307,-12.20039782
1,135.25672323,-12.20795794
1,135.2233231,-12.18868812
1,135.3029625,-12.16289764
1,135.31917226,-12.14538752
1,135.3059921,-12.12433763
1,135.35298173,-12.10595734
1,135.36621146,-12.08471725
1,135.42258122,-12.08305687
1,135.40523149,-12.10181698
1,135.41533158,-12.11391691
1,135.45437146,-12.11405666
1,135.50786099,-12.0859063
1,135.51904067,-12.05980622
1,135.57001104,-12.10074596
1,135.64971027,-12.05905533
1,135.65355002,-12.03950528
1,135.90988816,-11.9523933
1,135.87747862,-11.98614361
1,135.86968909,-11.97574398
1,135.83167878,-11.98428399
1,135.83275894,-12.00071398
1,135.77275968,-12.04394447
1,135.75854013,-12.07945459
1,135.6592313,-12.14992535
1,135.65200192,-12.20170538
1,135.71290253,-12.26636485
1,135.71474627,-12.31562968
1,135.74519235,-12.26340459
1,135.77632221,-12.25908432
1,135.77825178,-12.22494436
1,135.80362141,-12.19892421
1,135.85047085,-12.18407389
1,135.88122013,-12.15069373
1,135.89492054,-12.18493354
1,135.91222989,-12.1497535
1,135.92842992,-12.16194335
1,135.94861949,-12.13851321
1,135.95907958,-12.15195315
1,135.95997946,-12.13703312
1,136.00209917,-12.11685275
1,136.00365894,-12.0839527
1,136.04575866,-12.06308231
1,135.9734801,-12.18528295
1,135.95786006,-12.1820331
1,135.92804086,-12.22209322
1,135.95622122,-12.24963295
1,135.95005171,-12.27904291
1,136.00116131,-12.26811261
1,136.01055085,-12.24232258
1,136.03066086,-12.24941246
1,136.01352074,-12.23327258
1,136.06120061,-12.24088226
1,136.02992157,-12.29475239
1,136.00901158,-12.29082253
1,136.02364192,-12.31929242
1,135.97089302,-12.38676268
1,136.01549293,-12.39708244
1,135.9932536,-12.44098253
1,136.00362368,-12.45351246
1,135.98891389,-12.46235251
1,136.01535366,-12.45734238
1,136.02137402,-12.4861523
1,136.05159379,-12.47934216
1,136.0462735,-12.45706222
1,136.06370304,-12.43001215
1,136.0858233,-12.45744202
1,136.10798301,-12.43908184
1,136.12111322,-12.45240168
1,136.15142314,-12.43549131
1,136.15839363,-12.47052121
1,136.23173382,-12.46572029
1,136.24939363,-12.44544009
1,136.25970378,-12.45643995
1,136.2528336,-12.44340006
1,136.3141728,-12.38185949
1,136.30401261,-12.36752964
1,136.33309206,-12.32664935
1,136.32546182,-12.30688947
1,136.36846131,-12.27850897
1,136.34292109,-12.26523927
1,136.36277091,-12.25749905
1,136.35914038,-12.23037911
1,136.33699974,-12.19565938
1,136.31544006,-12.21071962
1,136.22827014,-12.21319061
1,136.21890973,-12.18733072
1,136.23210963,-12.1826606
1,136.17217984,-12.19206124
1,136.16740938,-12.16302129
1,136.21722915,-12.15240076
1,136.2125889,-12.13082077
1,136.23038886,-12.13168059
1,136.26708806,-12.06501011
1,136.32614768,-12.04553943
1,136.33938781,-12.05917928
1,136.34402749,-12.03282921
1,136.38969712,-12.01133868
1,136.38238698,-11.99744873
1,136.41483642,-11.95867834
1,136.43079651,-11.97108816
1,136.44396611,-11.94147798
1,136.49240608,-11.95261744
1,136.52329584,-11.93920709
1,136.53117549,-11.91459698
1,136.56135542,-11.91750665
1,136.57378512,-11.90205654
1,136.56295488,-11.87660662
1,136.58040528,-11.91552646
1,136.53418589,-11.94725696
1,136.47209622,-11.96031768
1,136.47282669,-11.99658771
1,136.45605654,-11.97886789
1,136.4458368,-11.99885801
1,136.46981674,-11.99968773
1,136.48883696,-12.02403755
1,136.48158733,-12.05014765
1,136.46481741,-12.05090783
1,136.48927741,-12.05625755
1,136.50304662,-11.99789736
1,136.53107645,-11.99143703
1,136.56360319,-12.07763252
1,136.5872376,-12.08448639
1,136.57774845,-12.14606654
1,136.5993095,-12.20229622
1,136.64644,-12.23549562
1,136.64750061,-12.26971558
1,136.6748008,-12.28817524
1,136.66942067,-12.27766529
1,136.7057007,-12.28846485
1,136.72091027,-12.26692467
1,136.74227021,-12.27182442
1,136.76611952,-12.23505411
1,136.75119955,-12.23299431
1,136.7521593,-12.2141443
1,136.72317968,-12.22978465
1,136.72907939,-12.21138458
1,136.69868925,-12.19032496
1,136.67707952,-12.20562522
1,136.6813592,-12.18633518
1,136.78235827,-12.15909393
1,136.81819885,-12.21155349
1,136.87319846,-12.2196529
1,136.88447066,-12.24366579
1,136.90508938,-12.24595361
1,136.9023889,-12.28077261
1,136.92810858000001,-12.2827224
1,136.93389875,-12.33387236
1,136.92068947,-12.34398948
1,136.94431856,-12.35794231
1,136.97891782,-12.345442
1,136.96268806,-12.37455218
1,136.89968976,-12.39243265
1,136.77900285,-12.52527388
1,136.77273312,-12.55552395
1,136.76071302,-12.52569409
1,136.77595267,-12.49613392
1,136.79584246,-12.4922137
1,136.79443222,-12.4497537
1,136.77593232,-12.44732393
1,136.73540291,-12.47856442
1,136.72094278,-12.45823462
1,136.72176317,-12.49395458
1,136.7422232,-12.51786432
1,136.72690346,-12.5290245
1,136.74839325,-12.53391425
1,136.73097373,-12.56290444
1,136.72006381,-12.55384456
1,136.69381421,-12.56735485
1,136.69257918,-12.57854318
1,136.69714422,-12.56916482
1,136.73486378,-12.57092437
1,136.74744339,-12.55164424
1,136.76188342,-12.57740405
1,136.73542384,-12.57917437
1,136.69057488,-12.63227485
1,136.67864528,-12.66906495
1,136.69385558,-12.71109476
1,136.65277587,-12.71135521
1,136.61742582,-12.68984561
1,136.63127587,-12.70024544
1,136.60103658,-12.74026573
1,136.62477664,-12.7739654
1,136.60844704,-12.8149255
1,136.62174707,-12.83945531
1,136.5872873,-12.8215857
1,136.58378704,-12.77895583
1,136.6055169,-12.79007559
1,136.54981696,-12.74037629
1,136.52547728,-12.75827646
1,136.54284755,-12.80675619
1,136.51774774,-12.80714643
1,136.48337763,-12.76802683
1,136.46370781,-12.77204701
1,136.46803792,-12.79350692
1,136.48797786,-12.80157673
1,136.47861827,-12.84157671
1,136.51825827,-12.87546626
1,136.55245802,-12.87419596
1,136.54624835,-12.9163059
1,136.63807744,-12.9507149
1,136.64489795,-12.99047499
1,136.66796726,-13.00431449
1,136.62923782,-13.0173948
1,136.61764778,-12.96760505
1,136.58006845,-13.00133532
1,136.58445846,-13.01843523
1,136.56249875,-13.01811544
1,136.55867853,-12.96499563
1,136.5317689,-12.9919258
1,136.51993888,-12.97676594
1,136.49188912,-12.99246617
1,136.45520925,-12.97823654
1,136.45271933,-12.99135654
1,136.48063923,-13.00645622
1,136.50709904000001,-12.996606
1,136.51065914,-13.01602592
1,136.53528902,-13.01897567
1,136.53288922,-13.05194559
1,136.56670893,-13.05883525
1,136.5311696,-13.15442519
1,136.49037981,-13.13507564
1,136.50086976,-13.14184551
1,136.47931005,-13.16967558
1,136.46778045,-13.24754541
1,136.44683069,-13.24847559
1,136.45416051,-13.22443559
1,136.43965062,-13.21738574
1,136.33136218,-13.32470635
1,136.31898208,-13.29857653
1,136.33809181,-13.27660644
1,136.32814166,-13.25002661
1,136.36758141,-13.25269629
1,136.38807114,-13.22706616
1,136.35603085,-13.14710674
1,136.37155066,-13.13952664
1,136.35407069,-13.1164969
1,136.36871053,-13.10884682
1,136.37143027,-13.07044698
1,136.33342042,-13.03414739
1,136.29148118,-13.10757744
1,136.32118099,-13.12010717
1,136.30668122,-13.14479718
1,136.31563123,-13.15962704
1,136.2830815,-13.1680973
1,136.28870138,-13.14518733
1,136.25626163,-13.15466758
1,136.25256157,-13.12128772
1,136.2433817,-13.14558772
1,136.21804179,-13.13826798
1,136.21406186,-13.15428796
1,136.24720176,-13.17350759
1,136.23527184,-13.18757766
1,136.24516195,-13.21246746
1,136.21849203,-13.20378774
1,136.20137245,-13.24698769
1,136.17490246,-13.23298798
1,136.16194259,-13.24208803
1,136.18163283,-13.28079766
1,136.15550285,-13.26657796
1,136.13417245,-13.20729851
1,136.15019226,-13.18352847
1,136.14515213,-13.12054873
1,136.09908243,-13.15857903
1,136.10790243,-13.1723989
1,136.0777527,-13.20954901
1,136.0843529,-13.2326288
1,136.05319302,-13.23440909
1,136.06207325,-13.26314882
1,136.04721376,-13.30984869
1,136.03043318,-13.24323927
1,136.00359296,-13.21264972
1,135.97914314,-13.22263991
1,135.9647839,-13.29386966
1,135.94634355,-13.25347007
1,135.91865366,-13.26843033
1,135.89048413,-13.3164604
1,135.87997459,-13.3630703
1,135.92063478,-13.37754973
1,135.92645523,-13.41774948
1,135.97298496,-13.40232906
1,135.96107546,-13.44558898
1,135.92945549,-13.44239934
1,135.93124573,-13.46681919
1,135.89432534,-13.42516977
1,135.85783565,-13.44685005
1,135.85519651,-13.52177966
1,135.86927683,-13.56173934
1,135.83973696,-13.56635959
1,135.83528717,-13.59082952
1,135.86516736,-13.6222691
1,135.88062765,-13.66908887
1,135.9073975,-13.65817862
1,135.92163757,-13.67597851
1,135.88027779,-13.69588887
1,135.88351792,-13.71962883
1,135.91449802,-13.74723851
1,135.95623792,-13.74335811
1,136.0335969,-13.68247761
1,136.02590672,-13.65205773
1,136.05141648,-13.64477757
1,136.08234634,-13.65974731
1,136.05486669,-13.68064746
1,136.03516733,-13.74675749
1,136.01348762,-13.76281764
1,136.01573795,-13.82834741
1,135.9916783,-13.85784746
1,135.98907846,-13.89612732
1,135.90973949,-13.99043762
1,135.91316973,-14.04249736
1,135.87877014,-14.16682693
1,135.90266973,-14.19198657
1,135.88145008,-14.18127681
1,135.81582109,-14.2289672
1,135.79403136,-14.22606739
1,135.736252,-14.28194749
1,135.70253229,-14.27136769
1,135.73014208,-14.29667746
1,135.66774278,-14.39916735
1,135.67032278,-14.4243773
1,135.61961322,-14.42310752
1,135.58951357,-14.50514749
1,135.53661408,-14.56113755
1,135.51841424,-14.62547737
1,135.54105398,-14.65271718
1,135.51911421,-14.65328726
1,135.49949437,-14.67578723
1,135.4650047,-14.67578742
1,135.41633517,-14.73502745
1,135.38207549,-14.72573766
1,135.41093526,-14.87313682
1,135.45581491,-14.94896611
1,135.53098419,-15.01718544
1,135.57995357,-15.04530514
1,135.65592269,-15.05174486
1,135.72414173,-15.11629406
1,135.74897139,-15.11651388
1,135.86279005,-15.18274296
1,135.98152714,-15.2869911
1,136.16467302,-15.39233902
1,136.2097521,-15.39287841
1,136.23971162,-15.41608812
1,136.27041158,-15.53577857
1,136.31726112,-15.58960852
1,136.3174912,-15.62598877
1,136.3264409,-15.60197899
1,136.41206986,-15.62615813
1,136.53388771,-15.7319484
1,136.54758749,-15.72889833
1,136.55545754,-15.75039831
1,136.56842746,-15.74183804
1,136.55936742,-15.72757815
1,136.6210071,-15.70616699
1,136.64406685,-15.67244645
1,136.66492678,-15.67848611
1,136.67160666,-15.66392592
1,136.68182675,-15.68461582
1,136.72412666,-15.69634525
1,136.68266717,-15.77791645
