piece,long,lat
1,115.55091395,-21.41306505
1,115.58358288,-21.38484502
1,115.58086368,-21.40188498
1,115.59746435,-21.41085485
1,115.59307312,-21.39165479
1,115.60903293,-21.38204458
1,115.58878307,-21.37989501
1,115.60501245,-21.36110448
1,115.61796317,-21.37734447
1,115.60876262,-21.3562645
1,115.62795402,-21.36318431
1,115.63741546,-21.34555414
1,115.61808384,-21.34568403
1,115.64032608,-21.32713404
1,115.66220669,-21.34221391
1,115.65254592,-21.315654
1,115.68322582,-21.31931404
1,115.70314435,-21.27946306
1,115.70509517,-21.29957319
1,115.71628406,-21.27667311
1,115.74858406,-21.28943306
1,115.756344,-21.25386296
1,115.75261398,-21.28401302
1,115.76231389,-21.27182291
1,115.77034416,-21.28460303
1,115.76742406,-21.25411299
1,115.78379363,-21.25674278
1,115.77927434,-21.28855305
1,115.78786416,-21.26567286
1,115.79905418,-21.27033288
1,115.79189398,-21.24649304
1,115.81665523,-21.26562317
1,115.80886413,-21.24890291
1,115.84438624,-21.25292394
1,115.81934458,-21.24745321
1,115.83096406,-21.22524296
1,115.84487485,-21.22789301
1,115.83353302,-21.20560199
1,115.8503033,-21.19186156
1,115.86039322,-21.20419202
1,115.85455309,-21.17607202
1,115.87654278,-21.16414196
1,115.88150246,-21.12114182
1,115.90098272,-21.12602212
1,115.88934246,-21.11268178
1,115.91815238,-21.0787509
1,115.91191258,-21.10158147
1,115.9893825,-21.04010924
1,116.097092,-21.00044743
1,116.09890275,-21.05167785
1,116.10322198,-21.00112736
1,116.13045203,-20.99701692
1,116.14614214,-21.01272678
1,116.14030198,-20.99191699
1,116.18810208,-20.96789597
1,116.18974115,-20.90129499
1,116.22674083,-20.88345395
1,116.1910304,-20.88842473
1,116.20459005,-20.83375403
1,116.23637136,-20.8603334
1,116.25617168,-20.85777302
1,116.24134125,-20.87657352
1,116.27244109,-20.86893296
1,116.29949997,-20.88864331
1,116.34539104,-20.83882212
1,116.39903104,-20.82218146
1,116.49486227,-20.85098091
1,116.44240102,-20.82418106
1,116.47438026,-20.83095087
1,116.46686016,-20.81495096
1,116.488152,-20.81544103
1,116.49237009,-20.79969792
1,116.48929002,-20.79717087
1,116.51378003,-20.77853103
1,116.54445786,-20.79102071
1,116.51339014,-20.77175997
1,116.52412758,-20.75806091
1,116.54210848,-20.77841063
1,116.52590915,-20.75286097
1,116.59020432,-20.74041955
1,116.58739434,-20.75241967
1,116.60520429,-20.7538196
1,116.59174416,-20.73450996
1,116.62308429,-20.71518912
1,116.6240343,-20.73403925
1,116.6306241,-20.71072907
1,116.6297641,-20.75116964
1,116.63992422,-20.7532195
1,116.63959424,-20.72594915
1,116.65331065,-20.73200003
1,116.64207418,-20.72193909
1,116.66802572,-20.72665584
1,116.68888403,-20.70577867
1,116.66670397,-20.72220898
1,116.64247392,-20.70471897
1,116.6964841,-20.68308823
1,116.72165754,-20.63794082
1,116.76515338,-20.63314745
1,116.74639296,-20.62132804
1,116.7981624,-20.57543679
1,116.77814317,-20.57679702
1,116.81058128,-20.54985677
1,116.81116093,-20.52918701
1,116.86749085,-20.5261564
1,116.81979261,-20.58163669
1,116.7872625,-20.66529749
1,116.78784326,-20.68692772
1,116.7974424,-20.66756746
1,116.82819286,-20.70871802
1,116.89877302,-20.72410692
1,116.92365277,-20.71232658
1,116.91990346,-20.74068671
1,116.92707296,-20.72008651
1,116.95267302,-20.72433622
1,116.92642275,-20.71320655
1,116.95681203,-20.70122628
1,116.94557235,-20.69819609
1,116.95632202,-20.68332592
1,116.99710227,-20.6751749
1,116.97626205,-20.66896565
1,116.99021197,-20.65815504
1,117.03623181,-20.64820413
1,117.03880208,-20.66757436
1,117.09435139,-20.62399326
1,117.10533203,-20.65478301
1,117.12819203,-20.65439303
1,117.13827203,-20.62675296
1,117.18281088,-20.59233201
1,117.17585101,-20.60611199
1,117.19922253,-20.63173094
1,117.16563155,-20.62835216
1,117.18159162,-20.63966204
1,117.15685184,-20.6571526
1,117.18136166,-20.64506209
1,117.16800211,-20.68223266
1,117.18384198,-20.67271244
1,117.17521194,-20.66416238
1,117.20042179,-20.66655218
1,117.17194234,-20.70059268
1,117.18264221,-20.69184249
1,117.18715412,-20.69551535
1,117.195172,-20.6803324
1,117.21534735,-20.69693954
1,117.22309222,-20.69514202
1,117.27667436,-20.72341589
1,117.28468189,-20.72025198
1,117.28392294,-20.7353225
1,117.2920119,-20.7236221
1,117.29799235,-20.73803222
1,117.30267238,-20.72680212
1,117.34753178,-20.73565247
1,117.35783171,-20.74303255
1,117.3466719,-20.75930265
1,117.34014783,-20.75911009
1,117.33730211,-20.77421254
1,117.34965197,-20.76303251
1,117.34970182,-20.7789825
1,117.36983165,-20.73422238
1,117.38176173,-20.78436267
1,117.39015114,-20.7609823
1,117.39796163,-20.77102279
1,117.38834096,-20.75273228
1,117.40384186,-20.76006189
1,117.38744099,-20.7447822
1,117.39517142,-20.73059215
1,117.42699158,-20.73113183
1,117.42978166,-20.75801192
1,117.44132719,-20.74545451
1,117.43456176,-20.7405018
1,117.44257213,-20.73060199
1,117.54452106,-20.70774109
1,117.54228186,-20.73620116
1,117.55570157,-20.73084116
1,117.55255136,-20.70400104
1,117.59491136,-20.70364138
1,117.58996122,-20.67977091
1,117.63073117,-20.66377103
1,117.6483304,-20.66199037
1,117.61657104,-20.68727127
1,117.64169101,-20.67798096
1,117.64655162,-20.70214081
1,117.62829162,-20.70909087
1,117.65136176,-20.703931
1,117.65631178,-20.71547112
1,117.65432195,-20.68891102
1,117.66736186,-20.672281
1,117.66889582,-20.67741029
1,117.68043203,-20.666601
1,117.69729155,-20.68700048
1,117.68818157,-20.69154066
1,117.70411155,-20.69455045
1,117.76946112,-20.66607998
1,117.80973107,-20.67417
1,117.77428115,-20.66354001
1,117.86456989,-20.60746902
1,117.86746896,-20.58193898
1,117.89798902,-20.58525899
1,117.87102896,-20.57175893
1,117.88173818,-20.55195805
1,117.90333792,-20.55368799
1,117.91216918,-20.5765984
1,117.93027888,-20.57087798
1,117.91464912000001,-20.562688
1,117.91984806,-20.54357805
1,117.94132864,-20.54666764
1,117.94177888,-20.56698808
1,117.94539888,-20.546198
1,117.96022909,-20.561958
1,117.95932909,-20.54941804
1,117.97504896,-20.55048743
1,117.96411894,-20.5469171
1,117.97096899,-20.52520681
1,117.95967901,-20.54681703
1,117.94271904,-20.53683702
1,117.96168886,-20.50664598
1,117.93152838,-20.52659718
1,117.94091818,-20.47991604
1,117.96529882,-20.49111621
1,117.9525383,-20.47919574
1,118.01777904,-20.45871504
1,118.05007907,-20.42210394
1,118.10975843,-20.40105348
1,118.18156646,-20.33641346
1,118.19672598,-20.33792343
1,118.20020672,-20.36006305
1,118.18478701,-20.34557298
1,118.18372508,-20.34672507
1,118.19982707,-20.36894301
1,118.18007712000001,-20.35813301
1,118.19822688000001,-20.36945304
1,118.16952694,-20.36898297
1,118.16512765,-20.38294342
1,118.20545712,-20.37641301
1,118.19615795,-20.40375401
1,118.21548691,-20.37094347
1,118.2572161,-20.37772339
1,118.25733584,-20.35885329
1,118.2810159,-20.3534231
1,118.28349603,-20.36741315
1,118.29650836,-20.35302388
1,118.28876614,-20.34863299
1,118.34612582,-20.32989206
1,118.34405603,-20.36005298
1,118.36359613,-20.37396302
1,118.36866602,-20.35143204
1,118.37919622,-20.3696225
1,118.37908611,-20.35137217
1,118.40062608,-20.34864229
1,118.40384579,-20.36430245
1,118.41685584,-20.3395621
1,118.45030499,-20.34674199
1,118.45584502,-20.33507204
1,118.4892656,-20.35099131
1,118.48751533,-20.32597123
1,118.51072534,-20.33064103
1,118.50638557,-20.34878117
1,118.51790534,-20.33081096
1,118.50620531,-20.32766105
1,118.53674496,-20.31165099
1,118.54334538,-20.33845075
1,118.54048518,-20.3217207
1,118.55731498,-20.31361049
1,118.52626499,-20.30536099
1,118.56196176,-20.29439628
1,118.57042502,-20.3201404
1,118.55848502,-20.3166705
1,118.55201552,-20.34631061
1,118.57442515,-20.32796042
1,118.5785657,-20.35768054
1,118.58021526,-20.33726045
1,118.59593562,-20.35449046
1,118.61284525,-20.34755016
1,118.58741523,-20.33539037
1,118.62955494,-20.33436991
1,118.57303296,-20.31618698
1,118.59799453,-20.2865559
1,118.59818979,-20.30826105
1,118.64036861,-20.29849558
1,118.66732486,-20.325349
1,118.65513491,-20.33111996
1,118.67445485,-20.3322798
1,118.66568509,-20.34286003
1,118.69025504,-20.31579908
1,118.76822419,-20.28172844
1,118.82087414,-20.28784806
1,118.82262394,-20.27600793
1,118.84525361,-20.28629336
1,118.82779411,-20.27265806
1,118.84726349,-20.2623276
1,118.82979395,-20.25889803
1,118.84206317,-20.2306475
1,118.86980777,-20.2406468
1,118.86027299,-20.22544702
1,118.89650211,-20.16775608
1,118.95914122,-20.1270246
1,118.99383011,-20.03579397
1,119.06834934,-20.01539336
1,119.09970944,-19.95932326
1,119.14708966,-19.97857329
1,119.16063011,-20.01212335
1,119.20706998,-20.02367303
1,119.17214998,-20.00773304
1,119.17158982,-19.95657301
1,119.21826886,-19.95321303
1,119.23995888,-19.971703
1,119.37337091,-19.99148805
1,119.37167098,-20.00810822
1,119.41516115,-19.99450701
1,119.4430424,-20.01722628
1,119.47100381,-20.00567605
1,119.56933907,-20.08034702
1,119.65549789,-20.04653502
1,119.70086704,-19.99510439
1,119.70936755,-20.02133435
1,119.69107811,-20.041055
1,119.73300797,-20.01335405
1,119.75389821,-20.02160395
1,119.74113792,-20.00591398
1,119.75274451,-19.98371581
1,119.73006726,-19.9761839
1,119.7573679,-19.96359399
1,119.76519811,-19.97643349
1,119.7641479,-19.95556334
1,119.78775795,-19.97330317
1,119.86622749,-19.96959248
1,119.97276602,-19.93300057
1,120.195936,-19.91390796
1,120.63100285,-19.77004502
1,120.9507991,-19.63864404
1,121.11392195,-19.53857097
1,121.21013197,-19.46630196
1,121.33322099,-19.34165296
1,121.50397907,-19.10616202
1,121.51801798,-19.042821
1,121.56037811,-18.98348004
1,121.55317702,-18.94346001
1,121.57779868,-18.94200035
1,121.60272707,-18.86917896
1,121.62810598,-18.84157901
1,121.63769603,-18.84770901
1,121.64266582,-18.81800901
1,121.65318611,-18.835929
1,121.65552611,-18.76720896
1,121.61979613,-18.74201904
1,121.61814515,-18.70630901
1,121.62883501,-18.70024897
1,121.63077504,-18.72193896
1,121.63546512,-18.70421895
1,121.68117286,-18.72061802
1,121.69808208,-18.69863697
1,121.74111504,-18.70473797
1,121.75186717,-18.674829
1,121.79245606,-18.65819798
1,121.79082493,-18.60925797
1,121.72938515,-18.57567798
1,121.76475408,-18.55282798
1,121.79093398,-18.50384799
1,121.78812384,-18.53773803
1,121.79833414,-18.52996797
1,121.8170239,-18.49181796
1,121.81017382,-18.481068
1,121.80324493,-18.50805802
1,121.78897414,-18.48418802
1,121.81521382,-18.45113796
1,121.83998291,-18.443727
1,121.87201283,-18.47168703
1,121.94667216,-18.43926704
1,122.01741504,-18.39052702
1,122.06351302,-18.32581601
1,122.13002195,-18.30742596
1,122.19829309,-18.230706
1,122.18504291,-18.24788502
1,122.19982307,-18.24969601
1,122.21461296,-18.20403603
1,122.31505117,-18.17232597
1,122.37026614,-18.11644497
1,122.37806915,-17.98981398
1,122.25064083,-17.95233444
1,122.20714128,-18.00887483
1,122.17533104,-17.97400477
1,122.20493088,-17.94527457
1,122.21287014,-17.87373403
1,122.19964883,-17.68482296
1,122.14516896,-17.56035297
1,122.15001709,-17.35537202
1,122.17320611,-17.26359201
1,122.18729616,-17.24041099
1,122.21105616,-17.24037103
1,122.25161485,-17.15759999
1,122.25739501,-17.16900003
1,122.28203485,-17.14511997
1,122.31898486,-17.15894999
1,122.28814512,-17.13957002
1,122.3194039,-17.13533004
1,122.29259507,-17.13029003
1,122.303484,-17.11242
1,122.26721507,-17.13700997
1,122.25319488,-17.11985004
1,122.29552403,-17.06723001
1,122.35104288,-17.03694897
1,122.36635296,-16.99763904
1,122.46965206,-16.93629802
1,122.43103309,-16.98338799
1,122.46763213,-16.96883796
1,122.46874198,-16.98634801
1,122.48105184,-16.98134796
1,122.48022096,-16.89458697
1,122.48968211,-16.91850699
1,122.51978208,-16.93368702
1,122.50795213,-16.95436704
1,122.59501332,-16.96346501
1,122.57037107,-16.92936703
1,122.53380083,-16.836947
1,122.54934995,-16.81983604
1,122.55104016,-16.834526
1,122.57123005,-16.836156
1,122.55329014,-16.805366
1,122.57943011,-16.76213604
1,122.60993904,-16.76565503
1,122.63740992,-16.800705
1,122.73445798,-16.77765302
1,122.75742816,-16.74605304
1,122.74269805,-16.772203
1,122.77352701,-16.75141299
1,122.78663712,-16.77169197
1,122.78159712,-16.74742302
1,122.84556694,-16.79203098
1,122.82140701,-16.75698201
1,122.83841699,-16.74448201
1,122.81001696,-16.75284201
1,122.77568701,-16.735473
1,122.78413693,-16.69597299
1,122.7627871,-16.71033302
1,122.74179805,-16.68340296
1,122.77110707,-16.62861303
1,122.77128707,-16.590313
1,122.81010589,-16.54530299
1,122.79475584,-16.57169299
1,122.83340614,-16.56070201
1,122.81648614,-16.556122
1,122.84772589,-16.54650198
1,122.86141488,-16.51910202
1,122.88422483,-16.53025104
1,122.85388512,-16.51269205
1,122.9043751,-16.48852102
1,122.8980751,-16.44720103
1,122.92529398,-16.38945098
1,122.95522403,-16.40174103
1,122.98765392,-16.38090001
1,122.98241411,-16.40590002
1,122.99163408,-16.38009
1,123.03889309,-16.35921
1,123.02027315,-16.37821
1,123.03488365,-16.40019976
1,123.01475398,-16.40576996
1,123.0430737,-16.43985993
1,123.07668301,-16.44033897
1,123.04501414,-16.47378901
1,123.04284406,-16.45895898
1,123.01540416,-16.45174997
1,122.982984,-16.46513001
1,122.97909382,-16.47709002
1,122.99749414,-16.48581003
1,122.97106403,-16.51610998
1,123.00802416,-16.528429
1,122.95442483,-16.58014001
1,122.99650416,-16.601849
1,122.99574384,-16.64084898
1,123.02327411,-16.60456898
1,123.03866413,-16.62135903
1,123.03618406,-16.671528
1,123.05061395,-16.69078799
1,123.07873392,-16.69324798
1,123.08375411,-16.66481805
1,123.0940231,-16.70912703
1,123.12661283,-16.71106697
1,123.13883302,-16.68847697
1,123.14505312,-16.70843699
1,123.13263312,-16.73803701
1,123.10345296,-16.74529704
1,123.10253315,-16.78371705
1,123.13483309,-16.79073596
1,123.16140269,-16.81792621
1,123.17349312,-16.85897605
1,123.15354406,-16.87843801
1,123.14910384,-16.92471798
1,123.23483494,-16.96994802
1,123.26335414,-17.01183304
1,123.29060182,-17.10772101
1,123.34457808,-17.16273198
1,123.38340803,-17.24003298
1,123.39272806,-17.316253
1,123.4592791,-17.35061301
1,123.48327997,-17.39706299
1,123.51426013,-17.41846204
1,123.51228982,-17.43552198
1,123.53750998,-17.45439201
1,123.53385888,-17.48190096
1,123.54520896,-17.46923103
1,123.5435479,-17.50108104
1,123.57686915,-17.52384096
1,123.58034998,-17.58419199
1,123.60011795,-17.51558102
1,123.579648,-17.48362103
1,123.5827591,-17.42475204
1,123.56447904,-17.40580201
1,123.5809879,-17.35015203
1,123.59377798,-17.36153101
1,123.60292813,-17.33940099
1,123.62380595,-17.19866096
1,123.64622605,-17.183951
1,123.59063485,-17.10099099
1,123.5835439,-17.03325996
1,123.60069286,-17.01061903
1,123.64797203,-16.99973801
1,123.66003312,-17.03964897
1,123.68919312,-17.06002901
1,123.70442291,-17.04267899
1,123.74086285,-17.06834898
1,123.78921408,-17.15228901
1,123.86249389,-17.21656898
1,123.91249283,-17.21185803
1,123.88770397,-17.20251801
1,123.82960285,-17.134649
1,123.79644899,-17.004007
1,123.82038899,-16.99789599
1,123.80255891,-16.98637698
1,123.82687008,-16.95727702
1,123.959268,-16.85241604
1,123.95141782,-16.81811604
1,123.94212803,-16.85207601
1,123.89332787,-16.85722698
1,123.88395888,-16.87789701
1,123.79611997,-16.91183798
1,123.7609591,-16.87585796
1,123.75833904,-16.83774802
1,123.71758883,-16.78486797
1,123.71152896,-16.75271798
1,123.68150893,-16.75168703
1,123.61776013,-16.67949696
1,123.50280096,-16.65882603
1,123.5205511,-16.65006598
1,123.50659104,-16.64314596
1,123.57387107,-16.62523596
1,123.5556511,-16.61260599
1,123.57245088,-16.60800601
1,123.56338102,-16.58825496
1,123.60200182,-16.58214504
1,123.58924198,-16.56745399
1,123.61943197,-16.57378304
1,123.61514182,-16.55433198
1,123.58858211,-16.53830198
1,123.57862198,-16.54984304
1,123.5260519,-16.54441398
1,123.54220189,-16.57202499
1,123.51774205,-16.56613503
1,123.51160189,-16.59775599
1,123.49427184,-16.57080504
1,123.51344182,-16.56841501
