POA_CODE,POA_NAME,SQKM,id,long_c,lat_c
2084,2084,70.7015071024483,96,151.21217368496005,-33.66953928892496
2085,2085,13.8130796404166,97,151.20501393804037,-33.72631518820239
2086,2086,7.99821380753151,98,151.22339014058878,-33.74827244174345
2087,2087,8.93068777681585,99,151.21590641310075,-33.766592668882
2088,2088,8.65099419024516,100,151.24459825374984,-33.82910555505682
2089,2089,1.52233815556107,101,151.21858366161948,-33.83615017064257
2090,2090,2.04284316074926,102,151.2262813961723,-33.829713848090364
2092,2092,3.10771971630371,103,151.24193665128055,-33.79215380568962
2093,2093,7.73434689733308,104,151.2616474332444,-33.793721901835355
2094,2094,0.901751983403946,105,151.27405888898053,-33.79543101732044
2095,2095,5.82587576099716,106,151.29039071739575,-33.803912878356215
2096,2096,3.62134188293594,107,151.28578793567698,-33.77411755596586
2097,2097,4.7244996804122,108,151.29469712387328,-33.73429936116397
2099,2099,13.1770595033302,109,151.275631953927,-33.74144236955698
2100,2100,20.9756864475566,110,151.24875222078532,-33.749196141867834
2101,2101,18.9436552517143,111,151.27251756115555,-33.68591525226229
2102,2102,4.27622351455653,112,151.2954083660882,-33.688536232122416
2103,2103,4.87078608768147,113,151.30264995347684,-33.67561044804806
2104,2104,3.05755029673489,114,151.2916459606122,-33.66222498406696
2105,2105,1.6664459449234,115,151.28359171494753,-33.64920436720093
2106,2106,3.70398286468671,116,151.3154347374599,-33.65672902514261
2107,2107,7.90572566555454,117,151.32424244280406,-33.632015617727774
2108,2108,48.1006542601697,118,151.2630756554554,-33.615137596933224
2109,2109,1.35556187176102,119,151.1125277785695,-33.77403166835653
2110,2110,4.15140868927134,120,151.14883626326642,-33.83169580149041
2111,2111,4.71585051362853,121,151.1281808783239,-33.830370529694235
2112,2112,9.36050265151553,122,151.11002797529162,-33.81201363812393
2113,2113,11.3294731062144,123,151.13137194519797,-33.792085070425635
2114,2114,7.44979979468974,124,151.0829132774904,-33.80779129629953
2115,2115,3.84873932236893,125,151.05969186238238,-33.81139262610569
2116,2116,3.50983762150132,126,151.0411576332034,-33.812693576966375
2117,2117,7.19486701269185,127,151.0402343955876,-33.795777513227875
2118,2118,8.28533435904439,128,151.04536330274846,-33.775779799694654
2119,2119,6.7852604052313,129,151.06506090929145,-33.754300058996684
2120,2120,13.7958649164472,130,151.0753555134165,-33.72707845081368
2121,2121,9.19681676982103,131,151.0809844525853,-33.7690953935935
2122,2122,9.56787438609006,132,151.09384088482508,-33.782582159860844
2125,2125,9.27023727448927,133,151.0334938544127,-33.748368113533644
2126,2126,8.21471568252048,134,151.04604861799163,-33.72203653949854
2127,2127,8.25501101289724,135,151.06709919744623,-33.83996265687781
2128,2128,3.00749474834523,136,151.04726918076582,-33.833355270610696
2129,2129,0.538885214845614,137,151.07159208371021,-33.86242624427203
2130,2130,1.09202410544969,138,151.13774663663753,-33.89229997957279
2131,2131,3.49547710842267,139,151.12641441024763,-33.88904398560358
2132,2132,2.45067769545535,140,151.11556134184207,-33.88027714085396
2133,2133,2.56433830501559,141,151.10313326482424,-33.8971842456919
2134,2134,2.42546390246564,142,151.10383894517497,-33.878171396161456
2135,2135,6.52143626257685,143,151.08178707389735,-33.878601217709175
2136,2136,3.46350531316238,144,151.08294095800113,-33.89368999643346
2137,2137,7.26423485744751,145,151.10359457817697,-33.8550830380896
2138,2138,3.36571940309064,146,151.08746714379723,-33.84056239535568
2139,2139,0.796256344699134,147,151.09605635028916,-33.838184868322855
2140,2140,3.30624177080473,148,151.07516747639374,-33.86288171941
2141,2141,11.6063241351465,149,151.04636394478493,-33.867974655159
2142,2142,11.0621668749813,150,151.0179680809196,-33.83539361542318
2143,2143,4.25114815763553,151,151.02618092213007,-33.88841828774051
2144,2144,8.2603023546579,152,151.02571720537614,-33.854686323168444
2145,2145,26.5156729786975,153,150.9537479378285,-33.8146344748576
2146,2146,5.86117468446104,154,150.95299938043664,-33.789799425364095
2147,2147,16.0820806914634,155,150.93662457677826,-33.76808562579505
2148,2148,28.9843484661422,156,150.9016992202348,-33.7748699015387
2150,2150,5.94670276463348,157,151.0076089446618,-33.81499809619269
2151,2151,10.8689062467733,158,151.01451259056057,-33.784076450560356
2152,2152,4.43705140096707,159,150.99453015744388,-33.78715506327304
2153,2153,24.493210519269,160,150.97575179922617,-33.75549731717647
2154,2154,18.5648598037002,161,150.99985436838335,-33.72832414938308
2155,2155,34.2254881735973,162,150.93922302187482,-33.69433451661234
2156,2156,63.2387121242595,163,150.97180631775535,-33.65288184612929
2157,2157,133.09145682931,164,151.00942205356228,-33.540041697729905
2158,2158,41.7949015451479,165,151.0358034673904,-33.67550116762348
2159,2159,48.7591463968086,166,151.06608994508676,-33.62796493213753
2160,2160,8.30926840991106,167,150.98257009322384,-33.83641257262394
2161,2161,11.2440321011721,168,150.98110347792428,-33.85724132410284
2162,2162,5.78834384787828,169,151.00292347699548,-33.88174387032568
2163,2163,6.26696775736844,170,150.97833510331492,-33.886951941131244
2164,2164,19.8573575854284,171,150.91849744342278,-33.84530831252663
2165,2165,11.2556524877391,172,150.9469328563444,-33.870515077814886
2166,2166,14.8407990590271,173,150.93847031085807,-33.89276755221772
2167,2167,6.99246255015176,174,150.89347581881103,-33.97151702342316
2168,2168,13.3708191248207,175,150.8760175745642,-33.913898863987086
2170,2170,54.9355032151886,176,150.9187749861641,-33.933310849116744
2171,2171,17.8931353022938,177,150.84198108572164,-33.920303627899344
2172,2172,3.67863198953833,178,150.98043639336896,-33.965452626656926
2173,2173,192.817917380594,179,150.9140949093591,-34.06730829352265
2174,2174,4.90055932392177,180,150.85693517858493,-33.96078953579552
2175,2175,23.2625601596933,181,150.84860996334768,-33.841027335720106
2176,2176,19.8627869968973,182,150.88413278227512,-33.8709321137133
2177,2177,5.18867623920982,183,150.88112649254694,-33.892599239122035
2178,2178,56.9573605099294,184,150.8012947667679,-33.87142901027248
2179,2179,36.3075534806898,185,150.80150065123976,-33.95215051230942
2190,2190,10.011004812806,186,151.0553433961008,-33.901040752861995
2191,2191,1.78273036600006,187,151.08591787831594,-33.90439762322978
2192,2192,2.73072041448945,188,151.0893162928395,-33.91903576006896
2193,2193,4.19489592529206,189,151.1203909595861,-33.90873016803028
2194,2194,3.37035338714746,190,151.10274778986062,-33.912568175399414
2195,2195,3.58002217471707,191,151.07297662592003,-33.920997455751895
2196,2196,7.06686549034596,192,151.06069882949552,-33.93086432417997
2197,2197,2.77493766928704,193,150.9968517552706,-33.899227525225186
2198,2198,3.48146623054816,194,150.98847108416848,-33.90879542720597
2199,2199,4.34785247239715,195,151.01994813299325,-33.904887344694345
2200,2200,13.8628597464224,196,151.01402584435286,-33.92212554234257
2203,2203,2.05206222229162,197,151.1393704995547,-33.90405838742904
2204,2204,5.81253087789029,198,151.15556376668326,-33.91124293306445
2205,2205,4.24268435867323,199,151.14771111555385,-33.93673493619071
2206,2206,6.00466532954254,200,151.12587027759218,-33.92480954087821
2207,2207,7.21813436168413,201,151.12081159117025,-33.947585029426676
2208,2208,4.41093488492213,202,151.09915896872053,-33.93935126672532
2209,2209,4.33998192561071,203,151.0768555081697,-33.94763686272516
2210,2210,10.9986233918125,204,151.0523020460134,-33.96240229061633
2211,2211,7.44790845739757,205,151.03227463058855,-33.95519287517591
2212,2212,6.35302188409628,206,151.013753101669,-33.94885211845444
2213,2213,9.9447598937834,207,150.99959611882812,-33.96249577434169
2214,2214,5.45720934796399,208,150.98144684276306,-33.93940700072866
2216,2216,5.62693467241372,209,151.1472023106455,-33.95307835657412
2217,2217,6.18371548506197,210,151.13734278271406,-33.973486617183596
2218,2218,2.61978583187205,211,151.11986611376602,-33.971444500933266
2219,2219,3.81342054220953,212,151.1358160105317,-33.99429510668397
2220,2220,5.20595700828578,213,151.0992380126103,-33.964393862143936
2221,2221,5.41864918064447,214,151.10617696131084,-33.98637685276748
2222,2222,2.38573180561701,215,151.08678652865635,-33.96428722517179
2223,2223,7.24525833807175,216,151.07338246052802,-33.977297925498405
2224,2224,4.70099548425754,217,151.10269361777034,-34.014289676234185
2225,2225,2.15725294561935,218,151.07984033269776,-34.0034952089709
2226,2226,5.14894911093625,219,151.06252534614845,-34.010879132667824
2227,2227,4.58384362570605,220,151.08632262243506,-34.042010096923896
2228,2228,5.99638407266453,221,151.10345661812488,-34.035781334684295
2229,2229,10.7063417352967,222,151.12235582977272,-34.0446478237185
2230,2230,8.67545194000358,223,151.14610169659878,-34.05322856693715
2231,2231,19.7384304618518,224,151.1946149481035,-34.02354521455848
2232,2232,14.4078093381258,225,151.05988742814517,-34.03167248636596
2233,2233,180.045000699474,226,151.0508158211506,-34.106240502741464
2234,2234,39.725035243319,227,151.0061858811065,-34.01722240445741
2250,2250,598.350579340289,228,151.21826765821046,-33.314905363047004
2251,2251,51.2459372446956,229,151.39686118056247,-33.48068297431813
2256,2256,116.800320307964,230,151.26194333701335,-33.483742449771825
2257,2257,22.2934781683187,231,151.3431682454352,-33.516639348588164
2258,2258,121.743905534909,232,151.33893520477645,-33.316615441778985
2259,2259,524.319442924426,233,151.37815991326207,-33.18701482040636
2260,2260,23.2008380949617,234,151.43723386738517,-33.42828761166512
2261,2261,51.4513936933327,235,151.44818195226998,-33.362779510333354
2262,2262,33.714137786213,236,151.53671808027525,-33.20842073940088
2263,2263,17.2748015039988,237,151.55452140337118,-33.2730767586644
2264,2264,115.190882506022,238,151.47009213967522,-33.11102493323384
2265,2265,171.79522179039,239,151.44237224389835,-33.03762682806813
2267,2267,3.65579867807875,240,151.5841122214341,-33.06994843573168
2278,2278,62.1054067854535,241,151.55371488605954,-32.935382915872616
2280,2280,33.2156590170206,242,151.6701969120537,-33.02269758627969
2281,2281,34.8963741619681,243,151.6263233872598,-33.13010411709363
2282,2282,11.1539297236742,244,151.6504009931831,-32.97918353956901
2283,2283,55.2045231640484,245,151.56453297433015,-33.020043579147085
2284,2284,26.588682654987,246,151.6080118306006,-32.956310705285105
2285,2285,27.1513228782646,247,151.6355700897974,-32.928489655912784
2286,2286,10.4395621104274,248,151.5835869545458,-32.88400688373075
2287,2287,43.497067031853,249,151.6480557558623,-32.893125809956246
2289,2289,10.6286564334096,250,151.7077727928928,-32.94493640559684
2290,2290,31.2144996583,251,151.6997192819385,-32.98026839362411
2291,2291,7.24537258789981,252,151.74350728979178,-32.94723540698109
2292,2292,2.81392874149144,253,151.73512193521205,-32.92183319889233
2293,2293,1.16518981519343,254,151.75575342965357,-32.91511273063272
2294,2294,0.713802471579066,255,151.76515601855496,-32.91230179981157
2295,2295,12.0335487749268,256,151.80615459262617,-32.874589804020914
2296,2296,0.70625910164888,257,151.74729413018792,-32.913717444906126
2297,2297,0.809065299332765,258,151.75095207327695,-32.907249351825584
2298,2298,4.19132889140305,259,151.72009251396065,-32.90366633547336
2299,2299,4.3092703176964,260,151.7038992089731,-32.908352369805435
2300,2300,3.57223965916563,261,151.77484420682913,-32.93113550299859
2302,2302,0.881044367886581,262,151.7601959288321,-32.92816873573934
2303,2303,2.94684242386977,263,151.74712482824845,-32.927450018041355
2304,2304,40.7356796286851,264,151.73972305021593,-32.87358928969696
2305,2305,9.72450534276074,265,151.70464198122812,-32.925849923526116
2306,2306,1.59555876000064,266,151.6802823464894,-32.99108305804439
2307,2307,6.55853665803351,267,151.69109712167293,-32.87891000415093
2308,2308,1.79072973973627,268,151.70549337131098,-32.89204953167789
2311,2311,714.58677999977,269,151.4611524123589,-32.25808647132564
2312,2312,203.734822540808,270,152.39440959043333,-32.11985827732128
2314,2314,8.01138306329797,271,151.8366804750576,-32.79265011960314
2315,2315,30.6812532139743,272,152.14793522149841,-32.737483186143756
2316,2316,73.3855681337347,273,152.04169078404038,-32.771289329256525
2317,2317,11.4585118892588,274,152.09268337572334,-32.73079495814085
2318,2318,283.438035899776,275,151.87287719451777,-32.75298258503901
2319,2319,29.9822871446561,276,152.00189521406173,-32.74400579424275
2320,2320,398.015675429918,277,151.28878351261307,-32.73976079494769
2321,2321,364.348037219643,278,151.75220593287193,-32.59206194257658
2322,2322,106.038073292776,279,151.68269028536957,-32.82087253574675
2323,2323,201.58567719776,280,151.54253434664594,-32.84719124556107
2324,2324,616.223441744616,281,151.914950673001,-32.654996389057736
2325,2325,1511.39293260102,282,151.16422014206444,-32.962421277671375
2326,2326,82.6459884849433,283,151.45321409290523,-32.78489029782227
2327,2327,14.9769393773794,284,151.48168854846998,-32.82965959483581
2328,2328,2156.33700715487,285,150.52675508233946,-32.54265161994131
2329,2329,3090.65473832988,286,150.21355481400488,-32.07054762190552
2330,2330,4088.89212677722,287,151.0045462289829,-32.629268994508806
2333,2333,1248.65724859433,288,150.8096513757134,-32.26190719281104
2334,2334,5.10725296566735,289,151.3925376499769,-32.675747567418426
2335,2335,223.326305521237,290,151.38222290690268,-32.609861503605046
2336,2336,592.738499859918,291,151.07464644775106,-32.133383623019874
2337,2337,2561.86865552267,292,150.97191335647815,-31.96692164854511
2338,2338,1822.18858743938,293,151.15423529819955,-31.742318998029507
2339,2339,1172.73628520368,294,150.5371922464025,-31.738562193809408
2340,2340,3163.05321056515,295,150.9880386561665,-31.25550562001996
2341,2341,407.81151799146,296,150.6595146362124,-31.375313317942044
2342,2342,808.820379045948,297,150.5562761278531,-31.132329907810206
2343,2343,2448.69996608762,298,150.44647860288512,-31.515264460026376
2344,2344,339.180484991363,299,150.75024528030727,-31.148440374889958
2345,2345,414.138189528891,300,150.81245376578465,-30.873960444176724
2346,2346,1047.64047668942,301,150.57978614989617,-30.612343875970407
2347,2347,3020.90218695146,302,150.55874526365284,-30.331077283945035
2350,2350,5197.67262756292,303,151.96463386676717,-30.402009965171764
2351,2351,1.86006517362056,304,151.6407408775524,-30.49011468037615
2352,2352,610.349211227065,305,151.20039425835193,-31.11785955646795
2353,2353,198.422662643005,306,151.0479779584307,-30.949560544359638
2354,2354,7101.69593070914,307,151.73540033910422,-31.1466908172946
2355,2355,1391.83040014409,308,151.05087173878132,-30.754084999216275
2357,2357,4782.47870799517,309,149.50378351816553,-31.256410419235433
2358,2358,2665.70873497796,310,151.36716963740827,-30.5491474415175
2359,2359,867.74635189441,311,151.11172665043543,-30.15899698692013
2360,2360,5027.87771892764,312,151.0736926599525,-29.702033488218177
2361,2361,1735.41963373021,313,151.2373140879341,-29.27426263694078
2365,2365,2421.0172839745,314,151.80121938186667,-30.074974640294236
2369,2369,1012.39852430532,315,151.3038318218863,-30.03422378386488
2370,2370,4134.31850355168,316,151.90787506418548,-29.591664499709058
2371,2371,353.518695065854,317,151.76660382658608,-29.468521187209454
2372,2372,4589.29680992307,318,151.94294962435737,-29.03249997755385
2380,2380,2349.04953452361,319,150.1679300722472,-30.880665004986064
2381,2381,2829.24565300274,320,150.12109879095829,-31.326387910795496
2382,2382,914.727782080575,321,150.07859911623734,-30.68232905544347
2386,2386,1917.99428835076,322,148.79288235946754,-30.036590216288136
2388,2388,7662.53734145045,323,149.32341453617482,-30.382317259477375
2390,2390,3174.75618545865,324,149.92283167525824,-30.356907575875095
2395,2395,1200.07602797927,325,149.35584711546048,-31.644931586680034
2396,2396,2253.48798549494,326,149.04346275928603,-30.956704908394265
2397,2397,1307.79149899514,327,149.75576695202582,-29.99293633201773
2399,2399,2467.67919262471,328,150.01019297724466,-29.782774457591092
2400,2400,8573.49390232537,329,149.57565617868252,-29.39924058087492
2401,2401,559.345212291619,330,150.3335707035145,-29.608246927610676
2402,2402,2676.90103334133,331,150.57827194660484,-29.366001077160423
2403,2403,560.183679603045,332,150.8143659364262,-29.6549204649104
2404,2404,2054.37369632815,333,150.55225386071035,-29.934496643480504
2405,2405,3420.92679175178,334,149.62285073598613,-28.906855409952914
2406,2406,2201.80923162626,335,149.136333257384,-29.026070297066248
2408,2408,1555.59559182604,336,150.41904171104835,-28.935211106265708
2409,2409,1663.09967591072,337,150.16246511137356,-28.74045084424154
2410,2410,2308.31317741531,338,150.87467925420717,-28.913322838914638
2415,2415,427.905358485101,339,151.82049613082756,-32.24050706314692
2420,2420,1155.67170483431,340,151.68800077137456,-32.33977799157683
2421,2421,240.330073523398,341,151.55031223094932,-32.538011735884524
2422,2422,3276.20148273819,342,151.8226631444004,-31.929101428292107
2423,2423,1614.48410722285,343,152.23300822276028,-32.381583741349445
2424,2424,1311.58815122874,344,152.05726953787195,-31.64995960347583
2425,2425,368.65204929077,345,151.98182143400368,-32.40877409810959
2426,2426,36.2610595970508,346,152.60276983859706,-31.8145166671453
2427,2427,39.8683151161322,347,152.67652163084364,-31.859612159045582
2428,2428,314.746333595545,348,152.4754926196885,-32.24860621404738
2429,2429,1216.58350959808,349,152.32517176151237,-31.74252928291755
2430,2430,862.510371180133,350,152.48675915420114,-31.892574115383702
2431,2431,45.9665868822625,351,153.049307844462,-30.9144557184409
2439,2439,286.833589026734,352,152.6324095614362,-31.633932161090137
2440,2440,3580.91828623451,353,152.5704552308809,-30.92047662480591
2441,2441,885.294322191501,354,152.73512611946936,-31.242783969376426
2443,2443,417.782254925113,355,152.70820024878242,-31.685527366949945
2444,2444,243.10521708339,356,152.8775936757374,-31.39258626601162
2445,2445,44.623823818033,357,152.82621631580722,-31.57823807023243
2446,2446,2415.45831878205,358,152.44200987050124,-31.37651913472936
2447,2447,559.723138293292,359,152.78321427725072,-30.728353449865168
2448,2448,106.362097157627,360,152.96101444912543,-30.60220660110759
2449,2449,582.169594945794,361,152.71867355948203,-30.61096866116541
2450,2450,950.467652162699,362,152.9948286380445,-30.189814994860612
2452,2452,13.2241168429283,363,153.08697753272526,-30.355384166310856
2453,2453,1704.30755058628,364,152.57497300999827,-30.21230082447598
2454,2454,1076.02219751413,365,152.7409839273907,-30.447527038218595
2455,2455,57.0123897049946,366,152.99298976592385,-30.52138785715967
2456,2456,207.19460148252,367,153.153261579148,-30.067916398265556
2460,2460,6828.76160136259,368,152.72375053780968,-29.694783229038446
2462,2462,474.86683119012,369,153.1558099704981,-29.692615517304517
2463,2463,393.982788360552,370,153.18865226873862,-29.447231248817662
2464,2464,171.577073656219,371,153.3120090458414,-29.556060621313705
2465,2465,23.5902153579584,372,153.2472435909707,-29.41373126111356
2466,2466,5.57064794429553,373,153.35330642388644,-29.40583019057709
2469,2469,5341.29713780742,374,152.64179773552766,-29.031296557532823
2470,2470,1162.95195968636,375,152.93474058364495,-28.853341079264073
2471,2471,527.297058465989,376,153.22292886593362,-29.031477656625714
2472,2472,439.426567149686,377,153.29336765345403,-29.17034515775289
2473,2473,43.0564423721708,378,153.3897114847247,-29.098326092829
2474,2474,1449.54880119611,379,152.93770098447806,-28.507047733944262
2475,2475,736.543240260051,380,152.44361285141926,-28.452080953636557
2476,2476,840.506753561156,381,152.18600083634217,-28.50050266123017
2477,2477,202.282545822136,382,153.43088942610842,-28.887154207227187
2478,2478,219.367481537076,383,153.5281580941205,-28.850938359828188
2479,2479,168.072478559904,384,153.51503010615127,-28.704459345516575
2480,2480,1377.1581553905,385,153.25933422304152,-28.736252115580765
2481,2481,120.18234069483,386,153.55854875202397,-28.635540473755093
2482,2482,194.025850342088,387,153.4235513766317,-28.550872375763323
2483,2483,180.147112254742,388,153.4939613697849,-28.46779848980731
2484,2484,982.714312938204,389,153.31164869542752,-28.37727262503662
2485,2485,12.9250579782141,390,153.51484556871353,-28.180758855976837
2486,2486,116.995781691728,391,153.46129565631614,-28.22249458145618
2487,2487,60.3743266944199,392,153.54698319699278,-28.274410142045205
2488,2488,2.14903873762256,393,153.5695854266879,-28.333660577252694
2489,2489,10.7628653092055,394,153.56260779902436,-28.378491601054172
2490,2490,17.5728481868329,395,153.4716087121073,-28.25862855088626
2500,2500,17.0106468817179,396,150.88103172074187,-34.422492867298494
2502,2502,7.16667386306882,397,150.88030150283933,-34.489202214031636
2505,2505,15.9591102953551,398,150.8883793489808,-34.4658127258585
2506,2506,8.68914640796095,399,150.84551600232095,-34.47775227787019
2508,2508,156.61961835785,400,150.95344355804374,-34.18722536434103
2515,2515,14.1343930423486,401,150.93337434918274,-34.29494896337975
2516,2516,4.3260379188777,402,150.91400951429083,-34.33150940332048
2517,2517,11.4875095302535,403,150.8999606497302,-34.3440455021955
2518,2518,12.7120018875998,404,150.8978889005979,-34.372561723321425
2519,2519,10.1975631909601,405,150.8823236318394,-34.39225491139544
2525,2525,13.2899922836482,406,150.84923252946956,-34.42112532435722
2526,2526,47.7440312819226,407,150.8058185146959,-34.45179476328573
2527,2527,82.2867918145925,408,150.72564550629642,-34.575626517532925
2528,2528,13.0975190584553,409,150.85512667265522,-34.55351945531765
2529,2529,56.1798637315908,410,150.83139935366935,-34.59787914453458
2530,2530,80.1640238231355,411,150.76108419329844,-34.51347829798922
2533,2533,182.004198599044,412,150.75652386119893,-34.66930563781168
2534,2534,61.5393132808059,413,150.77851845258613,-34.74014388751015
2535,2535,211.859559532586,414,150.6858951605917,-34.77812254328701
2536,2536,1066.73072851361,415,150.09903658230598,-35.66343614673191
2537,2537,435.836547170694,416,150.07433869442366,-35.91279373630226
2538,2538,410.584809162742,417,150.29907581705373,-35.42316179913004
2539,2539,232.065925302577,418,150.4530840684283,-35.27000612550988
2540,2540 crosses NSW/OT,1073.38211329176,419,150.5945420067093,-35.00935410915205
2541,2541,45.6556320779158,420,150.58371613003783,-34.86894778665636
2545,2545,3023.83879737619,421,149.76898061659668,-36.17290113711483
2546,2546,355.449921552612,422,150.04542113765518,-36.318901645582294
